�û�ID,�û��ͻ�,����,��ծ��,������,��������
71184,0,55,0.320266624,6300,3
72379,0,55,0.637676559,6300,1
83428,0,55,0.227106808,6300,5
144071,0,55,0.020949056,6300,1
145039,0,55,0.326138708,6300,0
124369,0,55,0.578253968,6299,1
102648,0,55,0.155986643,6288,0
77408,0,55,0.159210317,6280,0
112236,0,55,0.513702996,6275,4
138454,0,55,0.330888216,6270,0
121091,0,55,0.489707994,6266,2
20479,0,55,0.601693561,6258,0
4191,0,55,0.640697488,6250,0
39542,0,55,0.847384418,6250,2
52692,0,55,0.783074708,6250,0
70694,0,55,0.40681491,6250,0
71910,0,55,0.769796833,6250,1
83663,0,55,0.347944329,6250,0
120577,1,55,0.64693649,6250,1
123745,0,55,0.186050232,6250,1
90951,0,55,0.26384208,6230,1
27334,0,55,0.495262566,6226,1
141605,0,55,0.388522746,6220,0
10632,0,55,0.464940495,6217,2
101032,0,55,0.23723627,6208,0
121288,0,55,0.628424106,6205,0
145368,0,55,0.12264303,6204,0
127592,0,55,0.148637756,6202,0
10657,0,55,0.144492824,6200,0
64489,0,55,0.85228189,6200,2
82977,0,55,0.208030963,6200,0
95507,0,55,0.457023061,6200,0
96990,0,55,0.516368328,6200,0
99051,0,55,0.756813417,6200,0
100177,0,55,0.300274149,6200,4
106066,0,55,0.27785841,6200,0
140414,0,55,0.126108692,6200,1
55011,0,55,0.554764601,6180,2
41154,0,55,0.434669696,6160,1
73130,0,55,0.174350649,6159,0
132255,0,55,0.269387092,6150,0
104764,0,55,0.384903205,6146,1
113478,0,55,0.402572033,6142,0
144677,0,55,0.438865341,6133,0
106427,0,55,0.227116985,6128,0
76373,0,55,0.825497878,6125,1
83218,0,55,0.269708865,6113,1
124881,0,55,0.14900229,6113,2
11823,0,55,0.913128995,6100,0
71469,0,55,0.217341419,6100,3
76523,0,55,0.107687264,6100,1
86216,0,55,0.152434027,6100,0
107063,0,55,0.345681036,6100,4
147106,0,55,0.320930995,6100,2
47045,0,55,0.77991453,6083,2
77085,0,55,0.432445759,6083,0
87430,0,55,0.343523997,6083,0
98096,0,55,0.112590401,6083,3
104832,0,55,0.214332676,6083,0
115540,0,55,0.520052597,6083,4
140009,0,55,0.526134122,6083,3
58325,0,55,0.379690586,6075,0
147035,0,55,0.126218404,6052,0
131004,0,55,0.32110395,6050,2
32343,1,55,0.306355511,6041,3
49303,0,55,0.391145747,6030,0
52030,0,55,0.001660854,6020,1
85263,0,55,0.573617588,6003,1
7013,0,55,0.785535744,6000,0
13718,0,55,0.243292785,6000,0
20766,0,55,0.355940677,6000,0
25831,0,55,0.431094818,6000,2
25856,0,55,0.299283453,6000,3
29491,0,55,0.2167972,6000,1
29635,0,55,0.227128812,6000,1
34432,0,55,0.396933844,6000,0
35900,0,55,0.254624229,6000,0
37202,0,55,0.234460923,6000,1
40233,0,55,0,6000,0
47272,0,55,0.130811531,6000,0
49011,0,55,0.477920347,6000,0
49428,0,55,0.295617397,6000,1
56894,0,55,0.431928012,6000,0
56898,0,55,0.339943343,6000,0
59232,0,55,0.795867355,6000,3
67976,0,55,0.626395601,6000,3
69943,0,55,0.608065322,6000,0
81946,0,55,0.145309115,6000,0
82298,0,55,0.146308949,6000,0
94710,0,55,0.017830362,6000,0
101787,0,55,0.201966339,6000,1
103294,1,55,0.366605566,6000,3
112169,0,55,0.222629562,6000,0
115070,0,55,0.624895851,6000,0
117130,0,55,0.140143309,6000,2
118608,0,55,0.938676887,6000,1
124638,0,55,0.495250792,6000,0
126734,0,55,0.411931345,6000,0
128376,0,55,0.400933178,6000,1
132462,1,55,0.271954674,6000,0
140002,0,55,0.301616397,6000,2
141091,0,55,0,6000,1
144584,0,55,0.332611231,6000,1
147408,0,55,0.097650392,6000,0
133439,0,55,0.489414902,5998,0
57413,0,55,0.674473068,5977,0
59430,0,55,0.002176825,5971,0
127839,0,55,0.143623261,5966,0
82066,0,55,0.29582425,5962,0
12185,0,55,0.747437405,5950,3
25611,0,55,0.182826416,5950,0
21891,0,55,0.045959596,5939,1
134638,0,55,0.278564206,5933,2
93539,0,55,0.213960546,5930,1
33968,0,55,0.637038286,5928,2
79802,0,55,0.750590618,5925,0
82173,0,55,0.364326696,5925,1
31334,0,55,0.658108108,5919,0
129683,0,55,0.386175427,5916,1
140106,0,55,0.635933006,5910,0
30966,0,55,0.805659099,5901,0
19787,0,55,0.33435011,5900,4
18848,0,55,0.33084366,5890,0
38923,0,55,0.335320163,5871,0
136020,0,55,0.890275167,5850,0
8137,0,55,0.794766547,5846,0
97399,1,55,0.675620188,5844,3
139454,0,55,0.318142882,5836,0
12325,0,55,0.25934179,5833,0
32840,0,55,0.460747343,5833,0
33866,0,55,0.268083648,5833,2
40352,0,55,0.43092218,5833,0
43895,0,55,0.000342818,5833,1
54432,0,55,0.398354474,5833,0
86864,0,55,0.187864244,5833,1
89062,0,55,0.000514227,5833,0
112660,0,55,0.135413096,5833,0
113821,0,55,0.443777854,5833,0
136416,0,55,0.296194721,5833,0
67426,0,55,0.181896108,5832,1
87032,0,55,0.456868462,5830,1
133484,0,55,0.103572655,5821,0
9130,0,55,0.190139631,5800,0
17412,0,55,0.303051198,5800,0
97475,0,55,0.172901224,5800,0
115406,0,55,0.338907085,5800,0
146762,0,55,0.453714877,5800,0
65131,0,55,0,5782,1
84764,0,55,0.544352044,5771,0
130498,0,55,0.434857935,5771,0
106626,0,55,0.166117565,5766,0
82219,0,55,0.552202567,5765,0
82429,0,55,0.751258462,5760,0
51475,0,55,0.00625543,5754,0
19211,0,55,0.224134933,5750,0
141644,0,55,0.199791341,5750,0
86866,0,55,0.591993037,5744,0
76424,0,55,0.282082535,5742,2
138881,0,55,0.430066271,5733,2
90136,0,55,0.731856246,5731,0
115689,0,55,0.256150759,5730,0
1150,0,55,0.939430965,5728,0
53812,0,55,0.539213974,5724,0
63095,0,55,0.295053312,5720,0
101121,0,55,0.496409178,5708,1
36136,0,55,0.466351209,5705,0
44447,0,55,0.189975464,5705,1
762,0,55,0.215576215,5700,0
11854,0,55,0.169093142,5700,2
68488,0,55,0.348009121,5700,0
81831,0,55,0.350815646,5700,1
100663,0,55,0.107875811,5700,0
114918,0,55,0.508507279,5700,1
120637,0,55,0.699175583,5700,0
120708,1,55,1.141378705,5700,1
146146,0,55,0.078407297,5700,0
73525,0,55,0.4,5699,0
26332,0,55,0.254870985,5696,0
89117,0,55,0.271945225,5695,0
109144,0,55,0.621569317,5683,1
22899,0,55,0.560515173,5667,0
47843,0,55,0.175754367,5666,1
30686,0,55,0.250132392,5664,0
35854,0,55,0.422804533,5647,0
117875,0,55,0.376528984,5640,0
140826,0,55,0.870235774,5640,0
78667,0,55,0.278772832,5638,0
40976,0,55,0.43151171,5635,0
149189,0,55,0.307514656,5628,2
119026,0,55,0.168681123,5625,2
93007,0,55,0.424781912,5616,1
19906,0,55,0.238350295,5600,0
40216,0,55,0.01196215,5600,0
42718,0,55,0.809141225,5600,2
92014,0,55,0.194965185,5600,2
110892,0,55,0.177646849,5600,1
117937,0,55,0.396536333,5600,0
126231,0,55,0.196214962,5600,3
137949,0,55,0.361899661,5600,1
522,0,55,0.001785714,5599,2
302,0,55,0.03988553,5590,0
88175,0,55,0.356887299,5589,1
46363,0,55,0.003758726,5586,0
56622,0,55,0.139147564,5583,0
86048,0,55,0.386819484,5583,1
120721,0,55,0.476719198,5583,1
124068,0,55,0.409563037,5583,0
113403,0,55,0.029569892,5579,0
131159,0,55,0.461359154,5576,2
102909,0,55,0,5566,1
138760,0,55,0.302714363,5562,0
632,0,55,0.489714904,5541,0
108946,0,55,0.617232659,5535,0
141266,0,55,2.54053565,5525,1
59844,0,55,0.425412362,5516,0
14870,0,55,0.331578947,5509,0
51467,0,55,0.697041205,5508,0
18088,0,55,0.452099618,5500,0
19676,0,55,0.453372114,5500,1
40275,0,55,0.338665697,5500,1
49472,0,55,0,5500,2
71699,0,55,0.650790765,5500,0
93884,0,55,0.659152881,5500,0
101043,0,55,0.38483912,5500,0
114103,0,55,0.312306853,5500,0
117950,0,55,0.194146519,5500,0
130146,0,55,0.927104163,5500,2
138510,0,55,0.245591711,5500,1
18963,0,55,0.316761104,5470,3
76035,0,55,0.267654592,5465,0
91900,0,55,0.382799634,5464,1
74538,0,55,0.490662761,5461,0
15913,0,55,0.170485793,5454,0
84622,0,55,0.302696753,5450,0
121891,1,55,0.606127316,5450,3
64615,0,55,0.701322557,5443,0
136275,0,55,0.281399632,5429,1
109078,0,55,0.092585762,5421,0
71890,0,55,0.781694039,5418,2
19951,0,55,0.359542267,5417,1
122503,0,55,0.414544112,5417,0
122707,0,55,0.681616833,5417,0
7883,0,55,0.421450988,5416,1
9972,0,55,0.49676943,5416,1
54021,0,55,0.263429943,5416,0
68585,0,55,0.572272476,5416,0
100039,0,55,0.069411113,5416,1
123819,0,55,0.370500277,5416,1
53159,0,55,0.554283604,5415,0
8286,0,55,0.00814664,5400,0
8877,0,55,0.482688391,5400,1
19543,0,55,0.612479171,5400,0
34024,1,55,0.581003518,5400,1
72523,0,55,0.286428439,5400,0
93253,0,55,0.000925754,5400,0
103750,0,55,0.702832809,5400,1
110845,0,55,0.064802814,5400,0
148999,1,55,0.675985929,5400,1
5191,0,55,0.4306894,5395,0
26816,0,55,0.451140367,5392,2
88074,0,55,0.353791953,5392,0
76813,1,55,0.367873723,5384,2
14577,0,55,0.482886905,5375,0
41759,0,55,0.322910851,5372,5
33876,0,55,0.198732289,5363,0
6493,0,55,0.002054539,5353,0
73790,0,55,0.186694076,5350,0
113160,0,55,0.422724724,5350,0
117845,0,55,0.000747524,5350,1
87293,0,55,0.191028037,5349,0
30383,0,55,0.372193114,5343,0
90966,0,55,0,5333,0
100336,0,55,0.226846644,5333,0
111927,0,55,0.294150731,5333,0
83660,0,55,0.2432027,5332,0
79838,0,55,0.471768899,5330,3
7753,0,55,0.478309859,5324,0
975,0,55,0.167543201,5323,2
1444,0,55,0.542411134,5316,2
127160,0,55,0.824217276,5301,3
1295,0,55,0.302395774,5300,0
2314,1,55,0.701377099,5300,2
69450,0,55,0.409168081,5300,3
3944,0,55,0.711400529,5297,0
58730,0,55,0.474797055,5296,1
68548,0,55,0.269688385,5294,0
101126,0,55,0.451570185,5285,0
35731,0,55,0.535011355,5283,0
48737,0,55,0.210147671,5281,0
59441,0,55,0.658263836,5275,2
64937,0,55,0.505971564,5274,2
147976,0,55,0.291540212,5271,1
48163,0,55,0.285985568,5265,0
91440,0,55,0.328457447,5263,0
14278,1,55,1.9093506,5250,0
48410,0,55,0.306417825,5250,0
52376,0,55,0.399542944,5250,2
58791,0,55,0.105694153,5250,0
68614,0,55,0.557798515,5250,3
78358,0,55,0.00057132,5250,0
81070,0,55,0.287945153,5250,0
103855,0,55,0.309274424,5250,0
109935,0,55,0,5250,0
125838,0,55,0.324319177,5250,1
127851,1,55,0.728813559,5250,2
130434,0,55,0.162826128,5250,0
142673,0,55,0.314987621,5250,0
28235,0,55,0.245229008,5239,1
69587,0,55,0.46275783,5235,0
94762,0,55,0.134582298,5230,2
135859,0,55,0.472466539,5229,0
138352,0,55,0.336966915,5228,1
4677,1,55,0.817712318,5227,0
146440,0,55,0.400153022,5227,1
52737,0,55,0.345579793,5225,4
122781,0,55,0.380368098,5215,1
86867,0,55,0.546362066,5208,3
50014,0,55,0.901191849,5201,1
23286,0,55,0.296673717,5200,2
26683,0,55,0.481061334,5200,0
48472,0,55,0,5200,0
51905,0,55,0.063064795,5200,1
56627,0,55,0.516823688,5200,1
74092,1,55,0.155354739,5200,1
91133,0,55,0.363391655,5200,0
92398,0,55,0.464910594,5200,0
113768,0,55,0.127860027,5200,4
118660,0,55,0.717938858,5200,0
145079,0,55,0.012124711,5195,0
25481,0,55,0.318479938,5183,2
101586,0,55,0.405671296,5183,0
112375,0,55,0.296968527,5178,0
37847,0,55,0.233210761,5166,0
104526,0,55,0.268240759,5166,0
133759,0,55,0.78943294,5166,0
63873,0,55,0.933991483,5165,0
11497,0,55,0.502623907,5144,0
89038,0,55,0.411707507,5141,0
121053,0,55,0.221703617,5141,1
65248,0,55,0.325608569,5134,2
130429,0,55,0.017332035,5134,0
34082,0,55,0.26102224,5125,0
87050,0,55,0.309119313,5120,2
4507,0,55,0.218192511,5100,4
33768,0,55,0.74573613,5100,1
91706,0,55,0.157812194,5100,0
98057,0,55,0.342481866,5100,1
107774,0,55,0.538717898,5100,0
143616,0,55,0.884336405,5100,1
147971,0,55,0.076063517,5100,2
138912,0,55,0.361960784,5099,1
30900,0,55,0.220192497,5090,3
144730,0,55,0.160637043,5085,0
2935,0,55,0.264162077,5083,0
92313,0,55,0.256097561,5083,4
34874,0,55,0.297776028,5080,3
58887,0,55,0.006695549,5077,0
77028,0,55,0.456951027,5063,2
128423,0,55,0.187907528,5060,2
52023,0,55,0.3500595,5041,1
102512,0,55,0.296112654,5041,0
140489,0,55,0.493354493,5040,2
79354,0,55,0.11544586,5023,0
42679,0,55,0.93029277,5020,1
41535,0,55,0.34501992,5019,0
97136,0,55,0.355989635,5016,1
237,0,55,0.476704659,5000,0
1913,0,55,0.958208358,5000,0
8566,0,55,0.086382723,5000,0
8573,0,55,0.24895021,5000,1
10022,0,55,1.128774245,5000,1
13892,0,55,0.25314937,5000,1
21328,0,55,0.452109578,5000,0
23033,0,55,1.092781444,5000,0
26066,0,55,0.538692262,5000,0
31902,0,55,0.136972605,5000,3
44106,0,55,0.083783243,5000,0
44699,1,55,0.290341932,5000,0
48582,0,55,0.74845031,5000,0
56702,1,55,0.046990602,5000,0
57187,0,55,0.323935213,5000,0
57351,0,55,0.100579884,5000,0
63545,0,55,0.477704459,5000,0
64252,0,55,0.314337133,5000,1
73992,0,55,0.071785643,5000,0
74244,0,55,0.179564087,5000,0
75502,0,55,0.25694861,5000,0
79171,0,55,0.4905019,5000,0
79283,0,55,0,5000,1
84380,0,55,0.936012797,5000,0
89240,0,55,0.164567087,5000,0
91018,0,55,0.265546891,5000,2
93393,0,55,0.388122376,5000,0
96505,0,55,0.371325735,5000,1
97179,0,55,0.457108578,5000,1
97198,0,55,0.180563887,5000,1
97755,0,55,0.383123375,5000,2
98818,0,55,0.166566687,5000,0
99482,0,55,0.920215957,5000,2
99861,0,55,0.424715057,5000,0
100512,0,55,0.018596281,5000,1
104642,0,55,0.473505299,5000,1
105227,0,55,0.190161968,5000,0
110986,0,55,0.183763247,5000,2
111341,0,55,0.973005399,5000,0
116003,0,55,0.571485703,5000,0
117575,0,55,0.25074985,5000,0
122095,0,55,0.337732454,5000,0
130566,0,55,0.099980004,5000,1
131744,0,55,0.227554489,5000,1
135300,0,55,0.052189562,5000,2
137802,0,55,0.00159968,5000,0
140785,0,55,1.160367926,5000,5
140820,0,55,0.336132773,5000,0
141054,0,55,0.305538892,5000,1
142348,0,55,0.515496901,5000,2
32846,0,55,0.5874,4999,1
82942,0,55,0.952714887,4990,0
41981,1,55,0.132851696,4982,0
15808,0,55,0.27942064,4970,0
138577,0,55,0.644310171,4964,1
51966,0,55,0.682651622,4962,0
124721,0,55,0.125982665,4960,1
26415,0,55,0.53481332,4954,1
105868,0,55,0.649565744,4950,2
82647,0,55,0.696920583,4935,0
5287,0,55,0.326849037,4934,2
97211,0,55,0.309485205,4933,2
61581,0,55,0.268738574,4922,1
23187,0,55,0.308506309,4913,0
2871,0,55,0.287084269,4900,3
48324,0,55,0.465619261,4900,0
57272,0,55,0.231993471,4900,2
76875,0,55,0.445419302,4900,0
82778,0,55,0.471536421,4900,1
101628,0,55,0.117527035,4900,0
134830,1,55,0.427055703,4900,3
97835,0,55,0.443258773,4872,1
138006,0,55,0.235645194,4858,0
59820,0,55,0.288806432,4850,0
86558,0,55,0.162440734,4850,2
135592,0,55,0.466556565,4843,1
33052,0,55,0.639429044,4833,0
72060,0,55,0.14087712,4833,1
122673,0,55,0.73365165,4816,0
130184,0,55,0.009765219,4812,0
33441,0,55,0.263562669,4810,1
17119,0,55,0.043324307,4800,0
30414,0,55,0.234742762,4800,0
120358,0,55,0.10268694,4800,1
135076,0,55,0.363049365,4800,2
134738,0,55,0.20875,4799,0
82409,0,55,0.354475276,4792,2
38409,0,55,0.087700981,4788,1
64071,0,55,0.044644729,4770,0
100949,0,55,0.467616852,4770,0
149820,0,55,0.636249213,4766,2
90098,0,55,0.151616968,4761,0
68410,0,55,0.182372739,4753,0
27752,0,55,0.922963587,4750,1
59674,0,55,0.372763629,4750,0
123300,0,55,0.403704483,4750,2
18073,0,55,0.35239502,4738,0
26461,0,55,0.079636671,4733,0
118985,0,55,0.2227388,4731,1
117239,0,55,0.242739029,4716,0
24230,0,55,0.68602425,4700,0
63574,0,55,0.226760264,4700,0
71654,0,55,0.139119336,4700,0
73732,0,55,0.180174431,4700,0
90362,0,55,0.490108488,4700,0
138050,0,55,0.348649224,4700,1
140131,0,55,0.217613274,4700,0
147896,0,55,0.329717081,4700,1
149601,0,55,0.522229313,4700,1
70603,0,55,0.429028133,4691,2
54005,0,55,0.158208955,4689,2
73284,0,55,2.421604278,4674,0
23631,0,55,0.428540819,4666,0
24643,0,55,0.116777373,4666,0
28227,0,55,0.619884294,4666,3
41469,0,55,0.141847011,4666,0
93034,0,55,0.709235055,4666,1
101324,0,55,0.668952218,4666,0
26967,0,55,0.261746406,4660,0
25783,0,55,0.414067541,4648,0
134914,0,55,0.089597243,4642,0
43354,0,55,0.261621622,4624,0
27493,0,55,0.441412172,4616,0
127728,0,55,0.137220897,4612,1
11625,0,55,0.245381439,4600,1
13818,0,55,0.302542925,4600,1
34716,0,55,1.007389698,4600,1
80934,0,55,0.567267985,4600,1
84087,0,55,0.732884156,4600,0
109076,0,55,0.437730928,4600,0
109737,0,55,0.459682678,4600,0
116810,0,55,0.692240817,4600,2
119120,0,55,0.005433601,4600,0
134833,0,55,0.118235166,4600,0
135379,0,55,0.414475114,4600,3
137868,0,55,0.694196914,4600,1
143446,0,55,0.447946099,4600,0
149969,1,55,0.064116496,4600,6
125647,0,55,0.785217391,4599,0
81274,0,55,0.331515812,4584,1
15730,0,55,0.347949389,4583,0
35653,0,55,0.165575916,4583,0
61873,0,55,0.230802792,4583,0
130053,0,55,0.258944154,4583,0
144814,0,55,0.571553229,4583,0
3960,0,55,1.096908573,4560,0
78881,0,55,0.292233436,4557,1
142350,0,55,0.265108072,4533,0
20011,0,55,0.275656588,4530,1
45745,0,55,0.43059867,4509,1
64621,0,55,1.023302264,4505,0
4066,0,55,0.08575872,4500,0
10452,1,55,1.034881138,4500,0
17581,0,55,0.423683626,4500,0
18728,0,55,0.331926239,4500,0
20166,0,55,0.553432571,4500,0
33014,0,55,0.152854921,4500,0
38516,0,55,0.776049767,4500,0
57096,0,55,0.401910687,4500,0
57735,0,55,0.252610531,4500,1
58148,0,55,0.317707176,4500,0
63878,1,55,0.796489669,4500,1
71073,0,55,0.128193735,4500,0
71855,0,55,1.368806932,4500,0
79950,0,55,0.105309931,4500,1
86374,0,55,0.374361253,4500,2
92354,0,55,0.242612753,4500,1
93109,0,55,0.005776494,4500,0
96226,1,55,0.565207732,4500,0
98751,0,55,0.467007332,4500,0
100387,0,55,0.42323928,4500,1
102581,0,55,0.653854699,4500,2
106566,1,55,1.316818485,4500,2
111876,0,55,0.106198623,4500,0
117588,0,55,0.276160853,4500,0
122909,0,55,0.316818485,4500,0
124134,0,55,0.373250389,4500,0
126618,0,55,0.56898467,4500,0
132908,0,55,0.770939791,4500,0
133215,0,55,0.20262164,4500,1
144876,0,55,0.118862475,4500,1
146345,0,55,0.202843812,4500,0
146627,0,55,0.411461831,4466,0
51566,0,55,0.785602153,4458,0
10779,0,55,0.436531117,4450,0
95172,0,55,0.673492349,4443,0
117198,0,55,1.007427414,4442,0
148648,0,55,0.519810896,4441,1
125131,0,55,0.417248367,4440,0
117157,0,55,0.288583032,4431,0
52514,0,55,0.542223228,4416,0
336,0,55,0.388320836,4400,1
6684,1,55,0.017041581,4400,1
17754,0,55,0.723017496,4400,0
50157,0,55,0.486025903,4400,0
51835,0,55,0.741876846,4400,0
104803,0,55,0.449670529,4400,1
116191,0,55,0.477618723,4400,2
120927,0,55,1.403544649,4400,0
70700,0,55,0.254830643,4398,0
67062,0,55,0.119515539,4375,0
146062,0,55,0.48011883,4375,1
60393,0,55,0.129395541,4350,0
100625,0,55,0.101815675,4350,0
6525,0,55,0.389003911,4346,1
44206,0,55,0.183471455,4343,1
108356,0,55,0.324355433,4343,0
2029,0,55,1.51545916,4333,2
14259,0,55,0,4333,0
135398,1,55,0.251038302,4333,0
145156,0,55,0.000230734,4333,0
54318,1,55,0.149849919,4330,0
107015,0,55,0.617109827,4324,1
56020,0,55,0.367106176,4322,0
99183,0,55,0.444598658,4322,0
30980,0,55,0.805883716,4316,0
4945,0,55,0.25144978,4310,1
944,1,55,0.881655429,4300,1
30149,0,55,0.347593583,4300,2
51122,0,55,0.288305045,4300,0
68186,1,55,0.510578935,4300,5
88951,0,55,0.017205301,4300,2
113442,0,55,0.261567077,4300,0
117659,0,55,0.155545222,4300,0
127262,0,55,0.123924669,4300,1
128485,0,55,0.142059986,4300,1
136217,0,55,0.149965124,4300,1
141754,0,55,0.478028365,4300,0
113278,0,55,0.633878505,4279,1
31188,0,55,0.502460745,4266,0
137766,0,55,0.23768184,4261,3
24572,0,55,0.568101623,4250,1
32307,0,55,0.099505999,4250,5
78834,0,55,0.277111268,4250,2
83610,0,55,0.517525288,4250,1
85609,0,55,0.633262762,4250,2
133268,0,55,1.205833921,4250,0
135750,1,55,0.803105152,4250,0
15972,0,55,0.395178445,4230,1
107507,0,55,0.84448121,4230,1
125060,0,55,0.332228274,4222,0
137838,1,55,0.846846847,4217,0
18732,0,55,0.394967956,4212,0
42231,0,55,0.205518554,4203,0
13272,0,55,0.295881933,4200,1
18036,0,55,0.850511783,4200,0
20060,0,55,0.741966199,4200,3
25357,0,55,0.378243275,4200,0
38999,0,55,0.00166627,4200,0
69879,0,55,0.626041419,4200,1
101321,0,55,0.046655558,4200,1
142316,0,55,0.308497977,4200,0
102980,0,55,0.592309529,4186,0
100307,0,55,0.241997133,4185,0
61660,0,55,0.448754789,4175,0
70464,0,55,0.444097889,4167,0
1546,0,55,0.025917927,4166,1
3549,0,55,0.124310055,4166,1
24507,0,55,0.618670506,4166,0
29834,1,55,0.15574754,4166,0
34637,0,55,0.070794336,4166,0
41612,0,55,0.377489801,4166,0
52914,0,55,0.543316535,4166,0
56765,0,55,0.369810415,4166,1
82450,0,55,0.585793137,4166,0
93497,0,55,0.747540197,4166,0
103422,0,55,0.603791697,4166,0
110365,0,55,0.005759539,4166,1
128340,0,55,0.632109431,4166,0
133034,0,55,0.445404368,4166,1
138258,0,55,0.150947924,4166,1
107750,0,55,0.662584054,4163,0
83359,1,55,0.339822158,4160,0
30002,0,55,0.361358709,4150,1
576,0,55,0.138721351,4144,0
60918,0,55,0.500603136,4144,1
40621,0,55,0,4142,0
56381,0,55,1.854071032,4138,3
54883,0,55,0.569320106,4132,0
113869,1,55,0.041132349,4132,0
52916,0,55,0.531713244,4114,0
65600,0,55,0.136772937,4108,1
64282,0,55,0.16382668,4107,0
48448,0,55,0,4100,1
54304,0,55,0.573030968,4100,1
69209,0,55,0.005364545,4100,0
80985,0,55,0.262618873,4100,1
136415,0,55,0.27383565,4100,0
146750,0,55,0.820043892,4100,3
20598,0,55,0.190778239,4098,3
39074,0,55,0.535627135,4097,0
84451,0,55,0.332436399,4087,1
77416,0,55,0.566356513,4083,2
19737,0,55,0.098971093,4081,0
27304,0,55,0.599361336,4070,0
83517,1,55,0.315129151,4064,0
9385,0,55,0.508862629,4061,0
88294,0,55,0.707953706,4060,0
53258,0,55,0.007652431,4050,1
13081,0,55,0.535573123,4047,1
64403,0,55,0.176120882,4036,0
46724,0,55,0.597174021,4033,0
115661,0,55,0.499378573,4022,2
47745,0,55,0.314662684,4016,0
48232,0,55,0,4001,1
4065,0,55,0.106223444,4000,1
8614,0,55,0.0019995,4000,0
11951,0,55,0.704573857,4000,0
12834,0,55,0.377405649,4000,0
13737,0,55,0,4000,1
17277,0,55,0.965508623,4000,0
20526,0,55,0.03224194,4000,0
22502,1,55,1.054486378,4000,1
22941,0,55,0.157210697,4000,1
23611,0,55,0.534116471,4000,0
25143,0,55,0.260934766,4000,0
27823,0,55,0.450637341,4000,0
28417,0,55,0.64583854,4000,2
29751,0,55,0.143964009,4000,0
31084,0,55,0.339665084,4000,1
38871,0,55,0.178205449,4000,0
38992,0,55,0.801049738,4000,1
40393,0,55,0.422394401,4000,0
42673,0,55,0.423394151,4000,0
49381,0,55,0.228442889,4000,1
52662,1,55,0.970007498,4000,1
55512,0,55,0.268932767,4000,3
59643,0,55,0.944013997,4000,0
61404,0,55,0.334166458,4000,0
64687,0,55,0.509122719,4000,0
66715,0,55,0.650337416,4000,0
67410,0,55,0.251687078,4000,0
72629,0,55,0.282929268,4000,0
74559,0,55,0.512371907,4000,0
79468,0,55,0.565858535,4000,0
81109,0,55,0.297925519,4000,0
86079,0,55,0.48487878,4000,0
91221,0,55,0.403899025,4000,1
91223,0,55,0.186953262,4000,1
94002,0,55,0.493376656,4000,0
96847,0,55,0.071232192,4000,0
101382,0,55,0.016495876,4000,0
107716,0,55,0.35416146,4000,2
126576,0,55,0.001499625,4000,0
127893,0,55,0.227193202,4000,2
140341,0,55,0.03424144,4000,0
92397,0,55,0.00775,3999,2
40514,0,55,0.375721094,3986,5
135899,1,55,0.581284496,3985,0
122195,0,55,0.598041677,3982,2
90302,0,55,0.134673367,3979,0
84554,1,55,0.360663984,3975,1
72782,0,55,0.388777051,3973,0
183,0,55,0.436665827,3970,0
60648,0,55,0.364667339,3967,1
46496,1,55,0.530689568,3958,0
145988,0,55,0.626925991,3958,1
80372,0,55,0.181795196,3954,0
7249,0,55,0.400911162,3950,0
14550,1,55,0.563907871,3950,0
72896,0,55,0.972918249,3950,1
129893,0,55,0.170589724,3950,0
138927,0,55,0.124525437,3950,0
17023,0,55,0.51621074,3947,2
123085,1,55,0.321655242,3938,2
117970,0,55,0.333926755,3931,1
136904,0,55,0.535358693,3916,2
31542,0,55,0.175012775,3913,1
19425,0,55,0.523455524,3900,0
31350,1,55,0.303255575,3900,0
31999,0,55,0.520123045,3900,0
77228,0,55,0,3900,3
86813,0,55,1.410407588,3900,0
106539,0,55,0.795693412,3900,1
148966,0,55,0.326070238,3900,0
68463,0,55,0.918461538,3899,4
21230,0,55,0.641005902,3896,2
3057,0,55,0.261372398,3890,0
51882,1,55,0.11385248,3890,1
83480,0,55,0.284391875,3888,1
95820,0,55,0.978126608,3885,3
142655,1,55,0.313947504,3885,0
119007,0,55,0.068521381,3881,0
75332,0,55,0,3880,2
5503,0,55,0.13379737,3878,0
97344,0,55,0.470725389,3859,1
85578,0,55,0.527655155,3850,1
96768,0,55,0.207247132,3835,0
84672,0,55,0.235324811,3832,0
71487,0,55,0.502875065,3825,0
111457,1,55,0.848366013,3824,0
21530,0,55,0.005238345,3817,1
86604,0,55,0.373232059,3817,0
66069,0,55,0.535066982,3806,0
6218,0,55,0.353064983,3800,0
19967,0,55,0.509076559,3800,0
24529,0,55,0.454880295,3800,3
33870,0,55,1.307550645,3800,0
42332,0,55,0.548013681,3800,1
52584,0,55,0.22204683,3800,0
65021,0,55,0.59721126,3800,1
99921,0,55,0.47145488,3800,1
117519,0,55,0.36148382,3800,0
136337,1,55,1.188371481,3800,1
146735,0,55,0.00394633,3800,0
22658,0,55,2.762470309,3788,0
49881,0,55,0.028858883,3776,0
45131,0,55,0.180349576,3775,0
33041,0,55,0.37110104,3750,0
41756,0,55,0.420954412,3750,0
115975,0,55,0.362569981,3750,0
119622,0,55,0.17168755,3750,2
148982,1,55,0.035990403,3750,0
31912,0,55,0.49771321,3716,0
